NIL;Classe_eta_capofamiglia;Genere_capofamiglia;Numero_componenti;Tipologia_familiare;Cittadinanza;famiglie_2007;famiglie_2008;famiglie_2009;famiglie_2010;famiglie_2011;famiglie_2012;famiglie_2013;famiglie_2014;famiglie_2015
Lodi - Corvetto;35-64;Femmine;2;Coppia sposata senza figli;Filippine;11;12;16;15;14;14;11;11;9
Lodi - Corvetto;35-64;Femmine;2;Coppia sposata senza figli;Italia;109;110;113;122;124;124;121;126;121
Lodi - Corvetto;35-64;Femmine;2;Coppia sposata senza figli;Perù;1;2;3;2;3;4;4;3;3
Lodi - Corvetto;35-64;Femmine;2;Coppia sposata senza figli;Sri Lanka;4;3;3;2;0;0;1;2;2
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Altri paesi;34;35;38;38;39;51;60;48;46
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Cina;0;1;2;1;2;4;2;3;2
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Ecuador;8;5;10;15;17;20;22;21;26
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Egitto;1;0;0;0;1;1;0;0;1
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Filippine;16;17;17;14;16;19;20;18;21
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Italia;173;168;188;188;200;197;210;211;216
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Perù;12;14;15;12;17;18;19;27;27
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con almeno un figlio minorenne;Sri Lanka;1;2;2;2;2;2;4;1;4
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Altri paesi;14;16;16;15;25;23;20;22;28
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Cina;3;3;3;3;4;4;4;4;4
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Ecuador;6;9;6;5;6;6;8;9;10
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Egitto;0;0;0;0;0;0;1;1;1
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Filippine;4;5;4;4;6;8;9;13;12
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Italia;260;266;240;240;238;231;224;221;207
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Perù;7;9;6;7;7;11;6;8;9
Lodi - Corvetto;35-64;Femmine;2;Monogenitore con figli tutti maggiorenni;Sri Lanka;2;3;4;4;4;4;1;1;0
Lodi - Corvetto;35-64;Femmine;3;Altre tipologie;Altri paesi;0;0;0;0;0;3;4;3;2
Lodi - Corvetto;35-64;Femmine;3;Altre tipologie;Cina;0;0;0;0;0;0;1;1;1
Lodi - Corvetto;35-64;Femmine;3;Altre tipologie;Ecuador;1;1;1;1;1;1;0;0;0
Lodi - Corvetto;35-64;Femmine;3;Altre tipologie;Egitto;0;0;0;0;0;0;0;0;1
Lodi - Corvetto;35-64;Femmine;3;Altre tipologie;Filippine;0;0;0;1;1;1;1;0;0
Lodi - Corvetto;35-64;Femmine;3;Altre tipologie;Italia;6;5;4;5;8;10;8;9;6
Lodi - Corvetto;35-64;Femmine;3;Altre tipologie;Perù;1;1;1;0;1;2;3;2;1
Lodi - Corvetto;35-64;Femmine;3;Altre tipologie;Sri Lanka;1;1;1;1;0;0;0;0;0
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Altri paesi;2;4;3;4;5;4;7;7;8
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Cina;1;1;2;2;2;1;1;2;2
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Ecuador;0;1;1;1;1;1;2;3;4
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Filippine;2;4;4;3;4;7;9;9;9
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Italia;22;16;18;23;32;41;42;39;42
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente con almeno un figlio minorenne;Perù;5;2;3;2;3;3;2;3;3
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente con figli tutti maggiorenni;Altri paesi;0;0;0;0;0;1;1;1;1
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente con figli tutti maggiorenni;Ecuador;0;0;0;0;1;1;0;0;0
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente con figli tutti maggiorenni;Filippine;0;0;0;1;1;1;0;1;0
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente con figli tutti maggiorenni;Italia;5;6;3;7;11;7;9;6;8
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente con figli tutti maggiorenni;Perù;1;0;0;0;0;0;0;0;1
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente con figli tutti maggiorenni;Sri Lanka;0;0;0;1;1;1;0;0;0
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente senza figli;Altri paesi;0;0;0;0;0;0;0;0;1
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente senza figli;Cina;0;0;0;0;0;1;1;1;1
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente senza figli;Filippine;1;0;0;0;0;0;1;1;2
Lodi - Corvetto;35-64;Femmine;3;Coppia convivente senza figli;Italia;0;0;1;1;2;3;5;4;3
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Altri paesi;2;2;3;6;10;7;10;8;6
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Cina;0;0;2;2;2;2;3;3;3
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Ecuador;1;2;2;4;4;3;1;2;2
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Filippine;10;10;9;12;15;18;20;18;21
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Italia;108;111;103;106;130;127;114;121;122
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Perù;0;2;2;5;8;8;10;8;10
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata con almeno un figlio minorenne;Sri Lanka;3;3;3;3;2;2;2;2;1
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata con figli tutti maggiorenni;Altri paesi;1;0;1;1;1;3;3;4;5
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata con figli tutti maggiorenni;Ecuador;0;0;0;0;2;0;0;0;2
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata con figli tutti maggiorenni;Egitto;0;0;0;0;1;1;1;0;0
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata con figli tutti maggiorenni;Filippine;4;5;5;3;4;4;5;5;5
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata con figli tutti maggiorenni;Italia;26;35;40;35;47;46;49;53;52
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata con figli tutti maggiorenni;Perù;1;1;2;0;0;1;1;1;1
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata senza figli;Altri paesi;0;0;1;1;1;0;0;0;0
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata senza figli;Ecuador;0;0;0;0;1;0;0;0;1
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata senza figli;Filippine;0;0;0;1;2;3;3;3;1
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata senza figli;Italia;0;0;0;1;1;1;3;4;6
Lodi - Corvetto;35-64;Femmine;3;Coppia sposata senza figli;Perù;0;0;0;0;0;1;1;1;1
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Altri paesi;19;24;24;28;33;29;28;29;32
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Cina;1;0;0;0;0;1;1;0;1
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Ecuador;5;4;6;7;8;8;12;13;10
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Egitto;0;0;0;1;2;2;2;2;3
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Filippine;4;2;3;3;4;1;4;7;10
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Italia;105;112;118;115;149;150;148;139;138
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Perù;7;4;6;8;6;7;6;7;11
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con almeno un figlio minorenne;Sri Lanka;1;2;4;5;3;4;3;2;2
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con figli tutti maggiorenni;Altri paesi;2;4;6;7;6;6;9;12;9
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con figli tutti maggiorenni;Cina;0;0;0;1;1;1;1;1;1
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con figli tutti maggiorenni;Ecuador;4;3;3;3;5;4;6;5;5
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con figli tutti maggiorenni;Egitto;0;0;0;0;0;0;0;0;1
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con figli tutti maggiorenni;Filippine;0;1;1;4;2;2;3;2;4
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con figli tutti maggiorenni;Italia;75;73;73;65;79;87;76;79;85
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con figli tutti maggiorenni;Perù;4;3;2;3;3;4;4;3;1
Lodi - Corvetto;35-64;Femmine;3;Monogenitore con figli tutti maggiorenni;Sri Lanka;0;0;0;0;0;0;0;1;2
Lodi - Corvetto;35-64;Femmine;4;Altre tipologie;Altri paesi;0;0;0;0;0;0;0;1;2
Lodi - Corvetto;35-64;Femmine;4;Altre tipologie;Filippine;0;0;0;0;1;1;0;0;0
Lodi - Corvetto;35-64;Femmine;4;Altre tipologie;Italia;0;0;0;0;2;2;2;3;2
Lodi - Corvetto;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Altri paesi;5;3;2;3;5;8;10;10;11
Lodi - Corvetto;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Cina;0;1;1;1;1;1;1;1;1
Lodi - Corvetto;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Ecuador;0;0;1;3;5;5;5;7;6
Lodi - Corvetto;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Egitto;0;0;0;0;0;0;0;0;1
Lodi - Corvetto;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Filippine;2;2;2;3;4;6;6;10;9
Lodi - Corvetto;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Italia;24;30;29;31;34;35;35;36;34
Lodi - Corvetto;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Perù;2;3;3;4;7;6;5;7;9
Lodi - Corvetto;35-64;Femmine;4;Coppia convivente con almeno un figlio minorenne;Sri Lanka;1;1;1;1;1;1;3;3;2
Lodi - Corvetto;35-64;Femmine;4;Coppia convivente con figli tutti maggiorenni;Altri paesi;0;1;2;2;1;1;2;2;3
Lodi - Corvetto;35-64;Femmine;4;Coppia convivente con figli tutti maggiorenni;Ecuador;0;0;0;0;0;0;0;1;2
Lodi - Corvetto;35-64;Femmine;4;Coppia convivente con figli tutti maggiorenni;Filippine;1;2;2;1;1;1;2;1;1
Lodi - Corvetto;35-64;Femmine;4;Coppia convivente con figli tutti maggiorenni;Italia;3;3;2;1;1;4;6;5;3
Lodi - Corvetto;35-64;Femmine;4;Coppia convivente senza figli;Italia;0;0;0;0;1;0;0;0;0
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Altri paesi;9;10;11;14;19;20;20;20;19
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Cina;3;3;3;4;5;5;5;4;6
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Ecuador;3;4;3;2;2;5;5;5;6
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Egitto;1;1;1;1;3;4;5;3;5
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Filippine;17;16;20;21;32;35;34;33;31
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Italia;129;145;165;166;206;202;190;188;200
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Perù;6;7;7;7;10;9;11;10;9
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con almeno un figlio minorenne;Sri Lanka;2;2;5;4;10;10;10;8;8
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Altri paesi;2;2;2;2;3;3;4;3;1
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Cina;0;1;1;0;0;0;0;0;0
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Ecuador;0;0;0;1;0;0;1;1;0
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Egitto;0;1;1;1;0;0;0;0;0
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Filippine;3;2;3;7;9;6;6;4;6
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Italia;20;18;18;23;29;29;30;28;30
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Perù;1;1;1;3;3;3;2;2;2
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata con figli tutti maggiorenni;Sri Lanka;1;1;0;0;0;0;0;0;0
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata senza figli;Altri paesi;0;0;0;0;1;1;1;1;1
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata senza figli;Ecuador;0;0;0;0;0;1;1;1;1
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata senza figli;Filippine;0;0;0;0;0;0;0;0;1
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata senza figli;Italia;2;2;2;2;1;1;1;0;0
Lodi - Corvetto;35-64;Femmine;4;Coppia sposata senza figli;Sri Lanka;0;0;0;0;1;0;0;0;0
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Altri paesi;12;11;12;11;16;15;16;13;12
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Cina;2;2;2;1;1;1;1;1;2
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Ecuador;2;2;2;3;5;10;9;7;5
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Egitto;2;2;1;1;1;3;3;2;2
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Filippine;3;2;2;2;2;3;4;3;2
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Italia;26;28;26;28;36;33;36;38;43
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con almeno un figlio minorenne;Perù;6;9;8;7;7;7;5;4;5
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Altri paesi;0;1;1;1;1;2;1;3;5
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Cina;1;1;1;0;0;0;0;0;0
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Ecuador;0;0;0;0;1;2;2;2;4
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Egitto;0;0;0;0;0;0;0;1;1
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Filippine;0;1;1;1;1;1;0;1;3
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Italia;20;16;16;14;19;19;22;22;24
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Perù;1;1;0;0;1;1;2;2;0
Lodi - Corvetto;35-64;Femmine;4;Monogenitore con figli tutti maggiorenni;Sri Lanka;0;0;1;1;2;2;2;2;2
Lodi - Corvetto;35-64;Maschi;1;Single;Altri paesi;165;181;186;220;279;315;296;263;289
Lodi - Corvetto;35-64;Maschi;1;Single;Cina;9;9;10;10;11;15;17;16;11
Lodi - Corvetto;35-64;Maschi;1;Single;Ecuador;21;21;25;26;29;31;38;33;31
Lodi - Corvetto;35-64;Maschi;1;Single;Egitto;141;158;181;204;232;255;256;215;228
Lodi - Corvetto;35-64;Maschi;1;Single;Filippine;29;29;40;51;65;72;78;84;78
Lodi - Corvetto;35-64;Maschi;1;Single;Italia;1034;1079;1112;1150;1161;1119;1111;1148;1181
Lodi - Corvetto;35-64;Maschi;1;Single;Perù;34;31;29;30;38;42;44;47;46
Lodi - Corvetto;35-64;Maschi;1;Single;Sri Lanka;31;38;41;49;48;54;58;52;54
Lodi - Corvetto;35-64;Maschi;2;Altre tipologie;Altri paesi;6;6;7;7;6;5;5;5;6
Lodi - Corvetto;35-64;Maschi;2;Altre tipologie;Cina;0;0;0;0;0;1;1;1;0
Lodi - Corvetto;35-64;Maschi;2;Altre tipologie;Egitto;3;3;3;4;6;6;9;10;10
Lodi - Corvetto;35-64;Maschi;2;Altre tipologie;Filippine;4;1;1;1;1;2;4;5;4
Lodi - Corvetto;35-64;Maschi;2;Altre tipologie;Italia;72;74;73;67;68;65;73;74;70
Lodi - Corvetto;35-64;Maschi;2;Altre tipologie;Perù;0;0;0;1;1;1;1;2;3
Lodi - Corvetto;35-64;Maschi;2;Altre tipologie;Sri Lanka;0;0;0;0;1;1;0;1;1
Lodi - Corvetto;35-64;Maschi;2;Coppia convivente senza figli;Altri paesi;4;5;5;7;6;9;10;9;15
Lodi - Corvetto;35-64;Maschi;2;Coppia convivente senza figli;Cina;1;0;0;1;1;1;3;3;6
Lodi - Corvetto;35-64;Maschi;2;Coppia convivente senza figli;Ecuador;1;3;3;4;2;2;1;1;4
Lodi - Corvetto;35-64;Maschi;2;Coppia convivente senza figli;Egitto;0;0;0;0;1;1;1;3;3
Lodi - Corvetto;35-64;Maschi;2;Coppia convivente senza figli;Filippine;6;5;7;4;4;6;5;7;12
Lodi - Corvetto;35-64;Maschi;2;Coppia convivente senza figli;Italia;46;51;61;68;59;63;66;78;78
Lodi - Corvetto;35-64;Maschi;2;Coppia convivente senza figli;Perù;4;3;1;3;3;2;2;4;5
Lodi - Corvetto;35-64;Maschi;2;Coppia convivente senza figli;Sri Lanka;1;1;1;1;4;4;5;9;7
Lodi - Corvetto;35-64;Maschi;2;Coppia sposata senza figli;Altri paesi;21;22;25;28;32;35;31;31;28
Lodi - Corvetto;35-64;Maschi;2;Coppia sposata senza figli;Cina;4;5;5;5;6;5;6;6;6
Lodi - Corvetto;35-64;Maschi;2;Coppia sposata senza figli;Ecuador;3;0;0;3;5;4;3;1;0
Lodi - Corvetto;35-64;Maschi;2;Coppia sposata senza figli;Egitto;3;4;9;10;9;11;9;7;5
Lodi - Corvetto;35-64;Maschi;2;Coppia sposata senza figli;Filippine;16;14;16;18;13;12;15;19;13
Lodi - Corvetto;35-64;Maschi;2;Coppia sposata senza figli;Italia;854;821;799;798;661;647;624;584;575
Lodi - Corvetto;35-64;Maschi;2;Coppia sposata senza figli;Perù;3;1;1;3;4;5;6;5;6
Lodi - Corvetto;35-64;Maschi;2;Coppia sposata senza figli;Sri Lanka;8;8;11;10;10;12;11;6;4
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Altri paesi;6;6;10;5;6;9;5;6;8
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Cina;4;4;1;0;0;0;0;1;3
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Ecuador;1;1;1;0;0;0;1;4;4
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Egitto;8;8;5;8;6;6;6;14;5
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Filippine;4;4;3;4;5;3;4;3;6
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Italia;31;34;21;31;27;28;31;36;38
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Perù;0;1;4;4;3;6;5;1;1
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con almeno un figlio minorenne;Sri Lanka;1;3;1;0;0;1;5;5;7
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Altri paesi;4;3;3;3;2;1;2;5;3
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Cina;1;1;3;3;2;3;3;1;1
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Ecuador;1;1;1;1;0;2;3;2;1
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Egitto;1;1;0;1;2;2;4;1;4
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Filippine;0;3;4;5;5;5;5;5;4
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Italia;79;85;80;68;61;69;68;63;65
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Perù;0;0;0;0;0;1;1;1;1
Lodi - Corvetto;35-64;Maschi;2;Monogenitore con figli tutti maggiorenni;Sri Lanka;1;3;1;1;1;1;1;0;0
Lodi - Corvetto;35-64;Maschi;3;Altre tipologie;Altri paesi;0;1;1;1;0;1;1;2;2
Lodi - Corvetto;35-64;Maschi;3;Altre tipologie;Egitto;1;1;1;1;1;1;1;1;1
Lodi - Corvetto;35-64;Maschi;3;Altre tipologie;Filippine;2;1;0;0;0;0;0;0;0
Lodi - Corvetto;35-64;Maschi;3;Altre tipologie;Italia;8;9;12;12;12;12;9;12;13
Lodi - Corvetto;35-64;Maschi;3;Altre tipologie;Sri Lanka;0;0;0;0;0;1;0;0;0
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Altri paesi;8;3;9;8;9;10;16;16;17
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Cina;0;1;0;0;1;1;1;3;3
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Ecuador;2;1;2;5;2;3;5;3;6
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Egitto;1;2;2;1;1;0;4;3;4
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Filippine;3;8;9;12;10;6;6;6;13
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Italia;60;72;76;78;80;89;91;100;119
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Perù;3;3;5;6;6;7;4;4;4
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente con almeno un figlio minorenne;Sri Lanka;0;0;0;1;2;3;5;4;4
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente con figli tutti maggiorenni;Altri paesi;0;0;1;1;2;4;2;1;2
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente con figli tutti maggiorenni;Ecuador;0;0;0;0;0;0;1;3;2
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente con figli tutti maggiorenni;Filippine;0;0;0;0;0;1;1;1;1
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente con figli tutti maggiorenni;Italia;6;6;6;8;5;5;5;7;9
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente con figli tutti maggiorenni;Perù;0;0;0;0;0;0;1;1;1
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente con figli tutti maggiorenni;Sri Lanka;1;0;0;0;0;0;0;0;0
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente senza figli;Altri paesi;2;2;2;4;5;6;4;2;1
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente senza figli;Cina;0;1;1;1;0;0;0;0;0
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente senza figli;Filippine;0;1;0;0;0;0;0;0;3
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente senza figli;Italia;6;5;2;1;2;5;4;9;7
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente senza figli;Perù;0;0;0;0;0;0;1;1;0
Lodi - Corvetto;35-64;Maschi;3;Coppia convivente senza figli;Sri Lanka;1;1;1;1;1;3;4;4;5
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Altri paesi;12;23;20;29;29;32;28;24;24
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Cina;2;1;2;2;5;4;3;4;5
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Ecuador;2;5;8;7;6;7;10;11;12
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Egitto;9;11;8;10;7;12;18;20;17
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Filippine;19;20;23;21;21;23;27;24;24
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Italia;448;428;421;405;387;402;399;396;363
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Perù;6;5;3;2;5;7;6;6;4
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con almeno un figlio minorenne;Sri Lanka;17;20;22;21;21;26;30;27;22
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Altri paesi;7;7;8;8;9;6;5;12;15
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Cina;4;3;2;5;4;4;4;4;5
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Ecuador;0;0;0;0;1;1;3;3;3
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Egitto;0;0;1;1;1;1;1;3;4
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Filippine;3;6;5;8;10;10;12;14;13
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Italia;641;588;551;517;462;455;421;392;374
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Perù;0;1;2;4;2;1;5;5;6
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata con figli tutti maggiorenni;Sri Lanka;3;3;4;4;4;4;5;6;5
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata senza figli;Altri paesi;2;2;2;4;1;0;1;1;2
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata senza figli;Ecuador;1;1;1;1;0;0;0;0;0
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata senza figli;Egitto;0;0;0;0;0;1;0;0;1
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata senza figli;Filippine;1;1;0;0;0;0;0;0;1
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata senza figli;Italia;24;18;17;21;21;15;16;11;17
Lodi - Corvetto;35-64;Maschi;3;Coppia sposata senza figli;Sri Lanka;0;0;0;0;0;0;0;0;3
Lodi - Corvetto;35-64;Maschi;3;Monogenitore con almeno un figlio minorenne;Altri paesi;4;6;3;5;8;6;7;6;5
